,Contact type,User_ID,Access_Date,Device
1558,Staff,VB1CT76        ,12/9/2019,Mac
2290,Staff,VB3CT533       ,12/9/2019,Mac
2589,Staff,VB3CT93        ,12/9/2019,Mac
905,Staff,VB3CT536       ,12/9/2019,Mac
2833,Staff,VB1CT109       ,12/9/2019,Mac
376,Staff,VB1CT74        ,12/9/2019,Mac
2156,Staff,VB3CT83        ,12/9/2019,Mac
2155,Staff,VB3CT83        ,12/9/2019,Mac
1330,Staff,VB3CT47        ,12/9/2019,Mac
1331,Staff,VB3CT47        ,12/9/2019,Mac
1332,Staff,VB3CT47        ,12/9/2019,Mac
1333,Staff,VB3CT47        ,12/9/2019,Mac
1334,Staff,VB3CT47        ,12/9/2019,Mac
1335,Staff,VB3CT47        ,12/9/2019,Mac
1336,Staff,VB3CT47        ,12/9/2019,Mac
1337,Staff,VB3CT47        ,12/9/2019,Mac
651,Staff,VB3CT126       ,12/9/2019,Mac
2241,Staff,VB1CT77        ,12/9/2019,Mac
337,Staff,VB3CT546       ,12/9/2019,Mac
1642,Staff,VB3CT538       ,12/9/2019,Mac
646,Staff,VB3CT126       ,12/9/2019,Unknown
647,Staff,VB3CT126       ,12/9/2019,Unknown
648,Staff,VB3CT126       ,12/9/2019,Unknown
649,Staff,VB3CT126       ,12/9/2019,Unknown
650,Staff,VB3CT126       ,12/9/2019,Unknown
3449,Staff,VB1CT113       ,12/9/2019,PC
730,Staff,VB1CT61        ,12/9/2019,PC
794,Staff,VB1CT88        ,12/9/2019,PC
1927,Staff,VB3CT59        ,12/10/2019,Mac
1928,Staff,VB3CT59        ,12/10/2019,Mac
2289,Staff,VB3CT533       ,12/10/2019,Mac
904,Staff,VB3CT536       ,12/10/2019,Mac
2401,Staff,VB3CT116       ,12/10/2019,Mac
1286,Staff,VB3CT47        ,12/10/2019,Mac
1287,Staff,VB3CT47        ,12/10/2019,Mac
1288,Staff,VB3CT47        ,12/10/2019,Mac
1289,Staff,VB3CT47        ,12/10/2019,Mac
1290,Staff,VB3CT47        ,12/10/2019,Mac
1291,Staff,VB3CT47        ,12/10/2019,Mac
1292,Staff,VB3CT47        ,12/10/2019,Mac
1293,Staff,VB3CT47        ,12/10/2019,Mac
1294,Staff,VB3CT47        ,12/10/2019,Mac
1295,Staff,VB3CT47        ,12/10/2019,Mac
1296,Staff,VB3CT47        ,12/10/2019,Mac
1297,Staff,VB3CT47        ,12/10/2019,Mac
1298,Staff,VB3CT47        ,12/10/2019,Mac
1299,Staff,VB3CT47        ,12/10/2019,Mac
1300,Staff,VB3CT47        ,12/10/2019,Mac
1301,Staff,VB3CT47        ,12/10/2019,Mac
1302,Staff,VB3CT47        ,12/10/2019,Mac
1303,Staff,VB3CT47        ,12/10/2019,Mac
1304,Staff,VB3CT47        ,12/10/2019,Mac
1305,Staff,VB3CT47        ,12/10/2019,Mac
1306,Staff,VB3CT47        ,12/10/2019,Mac
1307,Staff,VB3CT47        ,12/10/2019,Mac
1308,Staff,VB3CT47        ,12/10/2019,Mac
1309,Staff,VB3CT47        ,12/10/2019,Mac
1310,Staff,VB3CT47        ,12/10/2019,Mac
1311,Staff,VB3CT47        ,12/10/2019,Mac
1312,Staff,VB3CT47        ,12/10/2019,Mac
1313,Staff,VB3CT47        ,12/10/2019,Mac
1314,Staff,VB3CT47        ,12/10/2019,Mac
1315,Staff,VB3CT47        ,12/10/2019,Mac
1316,Staff,VB3CT47        ,12/10/2019,Mac
1317,Staff,VB3CT47        ,12/10/2019,Mac
1318,Staff,VB3CT47        ,12/10/2019,Mac
1319,Staff,VB3CT47        ,12/10/2019,Mac
1320,Staff,VB3CT47        ,12/10/2019,Mac
1321,Staff,VB3CT47        ,12/10/2019,Mac
1322,Staff,VB3CT47        ,12/10/2019,Mac
1323,Staff,VB3CT47        ,12/10/2019,Mac
1324,Staff,VB3CT47        ,12/10/2019,Mac
1325,Staff,VB3CT47        ,12/10/2019,Mac
1326,Staff,VB3CT47        ,12/10/2019,Mac
1327,Staff,VB3CT47        ,12/10/2019,Mac
1328,Staff,VB3CT47        ,12/10/2019,Mac
1329,Staff,VB3CT47        ,12/10/2019,Mac
3072,Staff,VB1CT110       ,12/10/2019,Mac
2488,Staff,VB3CT534       ,12/10/2019,Mac
2489,Staff,VB3CT534       ,12/10/2019,Mac
336,Staff,VB3CT546       ,12/10/2019,Mac
1641,Staff,VB3CT538       ,12/10/2019,Mac
1924,Staff,VB3CT59        ,12/10/2019,Unknown
1925,Staff,VB3CT59        ,12/10/2019,Unknown
1926,Staff,VB3CT59        ,12/10/2019,Unknown
3443,Staff,VB1CT117       ,12/11/2019,iPad
1923,Staff,VB3CT59        ,12/11/2019,Mac
2288,Staff,VB3CT533       ,12/11/2019,Mac
903,Staff,VB3CT536       ,12/11/2019,Mac
1261,Staff,VB3CT47        ,12/11/2019,Mac
1262,Staff,VB3CT47        ,12/11/2019,Mac
1263,Staff,VB3CT47        ,12/11/2019,Mac
1264,Staff,VB3CT47        ,12/11/2019,Mac
1265,Staff,VB3CT47        ,12/11/2019,Mac
1266,Staff,VB3CT47        ,12/11/2019,Mac
1267,Staff,VB3CT47        ,12/11/2019,Mac
1268,Staff,VB3CT47        ,12/11/2019,Mac
1269,Staff,VB3CT47        ,12/11/2019,Mac
1270,Staff,VB3CT47        ,12/11/2019,Mac
1271,Staff,VB3CT47        ,12/11/2019,Mac
1272,Staff,VB3CT47        ,12/11/2019,Mac
1273,Staff,VB3CT47        ,12/11/2019,Mac
1274,Staff,VB3CT47        ,12/11/2019,Mac
1275,Staff,VB3CT47        ,12/11/2019,Mac
1276,Staff,VB3CT47        ,12/11/2019,Mac
1277,Staff,VB3CT47        ,12/11/2019,Mac
1278,Staff,VB3CT47        ,12/11/2019,Mac
1279,Staff,VB3CT47        ,12/11/2019,Mac
1280,Staff,VB3CT47        ,12/11/2019,Mac
1281,Staff,VB3CT47        ,12/11/2019,Mac
1282,Staff,VB3CT47        ,12/11/2019,Mac
1283,Staff,VB3CT47        ,12/11/2019,Mac
1284,Staff,VB3CT47        ,12/11/2019,Mac
1285,Staff,VB3CT47        ,12/11/2019,Mac
2829,Staff,VB1CT115       ,12/11/2019,Mac
3122,Staff,VB1CT101       ,12/11/2019,Mac
2240,Staff,VB1CT77        ,12/11/2019,Mac
3415,Staff,VB1CT116       ,12/11/2019,Mac
1640,Staff,VB3CT538       ,12/11/2019,Mac
2580,Staff,VB3CT549       ,12/11/2019,Mac
3042,Staff,VB1CT119       ,12/11/2019,PC
3218,Staff,VB1CT118       ,12/11/2019,PC
3603,Staff,VB1CT120       ,12/12/2019,iPhone
1922,Staff,VB3CT59        ,12/12/2019,Mac
2287,Staff,VB3CT533       ,12/12/2019,Mac
3196,Staff,VB1CT123       ,12/12/2019,Mac
2154,Staff,VB3CT83        ,12/12/2019,Mac
2153,Staff,VB3CT83        ,12/12/2019,Mac
1257,Staff,VB3CT47        ,12/12/2019,Mac
1258,Staff,VB3CT47        ,12/12/2019,Mac
1259,Staff,VB3CT47        ,12/12/2019,Mac
1260,Staff,VB3CT47        ,12/12/2019,Mac
3120,Staff,VB1CT101       ,12/12/2019,Mac
3121,Staff,VB1CT101       ,12/12/2019,Mac
1639,Staff,VB3CT538       ,12/12/2019,Mac
2579,Staff,VB3CT549       ,12/12/2019,Mac
3601,Staff,VB1CT121       ,12/12/2019,Mac
3119,Staff,VB1CT101       ,12/12/2019,Unknown
40,Client,VB1CT89        ,12/13/2019,Mac
2680,Staff,VB1CT127       ,12/13/2019,Mac
1921,Staff,VB3CT59        ,12/13/2019,Mac
2286,Staff,VB3CT533       ,12/13/2019,Mac
3711,Staff,VB1CT125       ,12/13/2019,Mac
2152,Staff,VB3CT83        ,12/13/2019,Mac
1256,Staff,VB3CT47        ,12/13/2019,Mac
2487,Staff,VB3CT534       ,12/13/2019,Mac
3515,Staff,VB3CT388       ,12/13/2019,Mac
3516,Staff,VB3CT388       ,12/13/2019,Mac
335,Staff,VB3CT546       ,12/13/2019,Mac
3600,Staff,VB1CT121       ,12/13/2019,Mac
1920,Staff,VB3CT59        ,12/13/2019,Unknown
2817,Staff,VB1CT124       ,12/13/2019,PC
1254,Staff,VB3CT47        ,12/14/2019,Mac
1255,Staff,VB3CT47        ,12/14/2019,Mac
1919,Staff,VB3CT59        ,12/16/2019,Mac
3177,Staff,VB1CT129       ,12/16/2019,Mac
3178,Staff,VB1CT129       ,12/16/2019,Mac
2285,Staff,VB3CT533       ,12/16/2019,Mac
2151,Staff,VB3CT83        ,12/16/2019,Mac
1248,Staff,VB3CT47        ,12/16/2019,Mac
1249,Staff,VB3CT47        ,12/16/2019,Mac
1250,Staff,VB3CT47        ,12/16/2019,Mac
1251,Staff,VB3CT47        ,12/16/2019,Mac
1252,Staff,VB3CT47        ,12/16/2019,Mac
1253,Staff,VB3CT47        ,12/16/2019,Mac
3513,Staff,VB3CT388       ,12/16/2019,Mac
3514,Staff,VB3CT388       ,12/16/2019,Mac
333,Staff,VB3CT546       ,12/16/2019,Mac
334,Staff,VB3CT546       ,12/16/2019,Mac
1638,Staff,VB3CT538       ,12/16/2019,Mac
1918,Staff,VB3CT59        ,12/16/2019,Unknown
2776,Staff,VB1CT128       ,12/16/2019,PC
1916,Staff,VB3CT59        ,12/17/2019,Mac
1917,Staff,VB3CT59        ,12/17/2019,Mac
2400,Staff,VB3CT116       ,12/17/2019,Mac
1246,Staff,VB3CT47        ,12/17/2019,Mac
1247,Staff,VB3CT47        ,12/17/2019,Mac
2555,Staff,VB1CT133       ,12/17/2019,Mac
3511,Staff,VB3CT388       ,12/17/2019,Mac
3512,Staff,VB3CT388       ,12/17/2019,Mac
2724,Staff,VB3CT371       ,12/17/2019,Mac
1637,Staff,VB3CT538       ,12/17/2019,Mac
2576,Staff,VB3CT549       ,12/17/2019,Mac
2577,Staff,VB3CT549       ,12/17/2019,Mac
2578,Staff,VB3CT549       ,12/17/2019,Mac
3375,Staff,VB1CT131       ,12/17/2019,PC
3732,Staff,VB1CT137       ,12/18/2019,iPhone
3296,Staff,VB1CT136       ,12/18/2019,Mac
2284,Staff,VB3CT533       ,12/18/2019,Mac
2586,Staff,VB3CT93        ,12/18/2019,Mac
2587,Staff,VB3CT93        ,12/18/2019,Mac
2588,Staff,VB3CT93        ,12/18/2019,Mac
1243,Staff,VB3CT47        ,12/18/2019,Mac
1244,Staff,VB3CT47        ,12/18/2019,Mac
1245,Staff,VB3CT47        ,12/18/2019,Mac
645,Staff,VB3CT126       ,12/18/2019,Mac
3510,Staff,VB3CT388       ,12/18/2019,Mac
3458,Staff,VB1CT103       ,12/18/2019,Mac
331,Staff,VB3CT546       ,12/18/2019,Mac
332,Staff,VB3CT546       ,12/18/2019,Mac
644,Staff,VB3CT126       ,12/18/2019,Unknown
793,Staff,VB1CT88        ,12/18/2019,PC
2831,Staff,VB1CT109       ,12/19/2019,Mac
2832,Staff,VB1CT109       ,12/19/2019,Mac
643,Staff,VB3CT126       ,12/19/2019,Mac
3509,Staff,VB3CT388       ,12/19/2019,Mac
3456,Staff,VB1CT103       ,12/19/2019,Mac
3457,Staff,VB1CT103       ,12/19/2019,Mac
3164,Staff,VB1CT138       ,12/19/2019,Mac
792,Staff,VB1CT88        ,12/19/2019,PC
2268,Staff,VB3CT533       ,12/20/2019,Mac
2283,Staff,VB3CT533       ,12/20/2019,Mac
3448,Staff,VB1CT113       ,12/20/2019,PC
3179,Staff,VB1CT139       ,12/20/2019,PC
769,Staff,VB1CT66        ,1/2/2020,Mac
770,Staff,VB1CT66        ,1/2/2020,Mac
3426,Staff,VB1CT142       ,1/2/2020,Mac
642,Staff,VB3CT126       ,1/2/2020,Mac
2486,Staff,VB3CT534       ,1/2/2020,Mac
640,Staff,VB3CT126       ,1/2/2020,Unknown
641,Staff,VB3CT126       ,1/2/2020,Unknown
639,Staff,VB3CT126       ,1/3/2020,Mac
330,Staff,VB3CT546       ,1/3/2020,Mac
1915,Staff,VB3CT59        ,1/6/2020,Mac
768,Staff,VB1CT66        ,1/6/2020,Mac
2584,Staff,VB3CT93        ,1/6/2020,Mac
2585,Staff,VB3CT93        ,1/6/2020,Mac
902,Staff,VB3CT536       ,1/6/2020,Mac
3195,Staff,VB1CT123       ,1/6/2020,Mac
2150,Staff,VB3CT83        ,1/6/2020,Mac
374,Staff,VB1CT74        ,1/6/2020,Mac
375,Staff,VB1CT74        ,1/6/2020,Mac
638,Staff,VB3CT126       ,1/6/2020,Mac
2485,Staff,VB3CT534       ,1/6/2020,Mac
3455,Staff,VB1CT103       ,1/6/2020,Mac
2239,Staff,VB1CT77        ,1/6/2020,Mac
3412,Staff,VB1CT144       ,1/6/2020,Mac
328,Staff,VB3CT546       ,1/6/2020,Mac
329,Staff,VB3CT546       ,1/6/2020,Mac
1242,Staff,VB3CT47        ,1/6/2020,Mac
1636,Staff,VB3CT538       ,1/6/2020,Mac
791,Staff,VB1CT88        ,1/6/2020,PC
1913,Staff,VB3CT59        ,1/7/2020,Mac
1914,Staff,VB3CT59        ,1/7/2020,Mac
2583,Staff,VB3CT93        ,1/7/2020,Mac
901,Staff,VB3CT536       ,1/7/2020,Mac
373,Staff,VB1CT74        ,1/7/2020,Mac
2399,Staff,VB3CT116       ,1/7/2020,Mac
637,Staff,VB3CT126       ,1/7/2020,Mac
326,Staff,VB3CT546       ,1/7/2020,Mac
327,Staff,VB3CT546       ,1/7/2020,Mac
1241,Staff,VB3CT47        ,1/7/2020,Mac
1635,Staff,VB3CT538       ,1/7/2020,Mac
633,Staff,VB3CT126       ,1/7/2020,Unknown
634,Staff,VB3CT126       ,1/7/2020,Unknown
635,Staff,VB3CT126       ,1/7/2020,Unknown
636,Staff,VB3CT126       ,1/7/2020,Unknown
2582,Staff,VB3CT93        ,1/8/2020,Mac
900,Staff,VB3CT536       ,1/8/2020,Mac
632,Staff,VB3CT126       ,1/8/2020,Mac
3075,Staff,VB1CT145       ,1/8/2020,Mac
324,Staff,VB3CT546       ,1/8/2020,Mac
325,Staff,VB3CT546       ,1/8/2020,Mac
1631,Staff,VB3CT538       ,1/8/2020,Mac
1632,Staff,VB3CT538       ,1/8/2020,Mac
1633,Staff,VB3CT538       ,1/8/2020,Mac
1634,Staff,VB3CT538       ,1/8/2020,Mac
3447,Staff,VB1CT113       ,1/8/2020,PC
2430,Staff,VB1CT84        ,1/8/2020,PC
1912,Staff,VB3CT59        ,1/9/2020,Mac
1654,Staff,VB1CT68        ,1/9/2020,Mac
2581,Staff,VB3CT93        ,1/9/2020,Mac
898,Staff,VB3CT536       ,1/9/2020,Mac
899,Staff,VB3CT536       ,1/9/2020,Mac
2149,Staff,VB3CT83        ,1/9/2020,Mac
2398,Staff,VB3CT116       ,1/9/2020,Mac
2484,Staff,VB3CT534       ,1/9/2020,Mac
3508,Staff,VB3CT388       ,1/9/2020,Mac
323,Staff,VB3CT546       ,1/9/2020,Mac
1237,Staff,VB3CT47        ,1/9/2020,Mac
1238,Staff,VB3CT47        ,1/9/2020,Mac
1239,Staff,VB3CT47        ,1/9/2020,Mac
1240,Staff,VB3CT47        ,1/9/2020,Mac
1910,Staff,VB3CT59        ,1/9/2020,Unknown
1911,Staff,VB3CT59        ,1/9/2020,Unknown
2148,Staff,VB3CT83        ,1/9/2020,Unknown
3217,Staff,VB1CT118       ,1/9/2020,PC
1907,Staff,VB3CT59        ,1/10/2020,Mac
1908,Staff,VB3CT59        ,1/10/2020,Mac
1909,Staff,VB3CT59        ,1/10/2020,Mac
767,Staff,VB1CT66        ,1/10/2020,Mac
3295,Staff,VB1CT136       ,1/10/2020,Mac
897,Staff,VB3CT536       ,1/10/2020,Mac
2147,Staff,VB3CT83        ,1/10/2020,Mac
1629,Staff,VB3CT538       ,1/10/2020,Mac
1630,Staff,VB3CT538       ,1/10/2020,Mac
322,Staff,VB3CT546       ,1/10/2020,Mac
1906,Staff,VB3CT59        ,1/10/2020,Unknown
1905,Staff,VB3CT59        ,1/11/2020,Mac
1901,Staff,VB3CT59        ,1/13/2020,Mac
1903,Staff,VB3CT59        ,1/13/2020,Mac
1904,Staff,VB3CT59        ,1/13/2020,Mac
896,Staff,VB3CT536       ,1/13/2020,Mac
2146,Staff,VB3CT83        ,1/13/2020,Mac
629,Staff,VB3CT126       ,1/13/2020,Mac
631,Staff,VB3CT126       ,1/13/2020,Mac
2238,Staff,VB1CT77        ,1/13/2020,Mac
1628,Staff,VB3CT538       ,1/13/2020,Mac
1236,Staff,VB3CT47        ,1/13/2020,Mac
630,Staff,VB3CT126       ,1/13/2020,Unknown
1902,Staff,VB3CT59        ,1/13/2020,Unknown
2428,Staff,VB1CT84        ,1/13/2020,PC
2429,Staff,VB1CT84        ,1/13/2020,PC
1900,Staff,VB3CT59        ,1/14/2020,Mac
895,Staff,VB3CT536       ,1/14/2020,Mac
2145,Staff,VB3CT83        ,1/14/2020,Mac
3425,Staff,VB1CT142       ,1/14/2020,Mac
628,Staff,VB3CT126       ,1/14/2020,Mac
2237,Staff,VB1CT77        ,1/14/2020,Mac
1627,Staff,VB3CT538       ,1/14/2020,Mac
321,Staff,VB3CT546       ,1/14/2020,Mac
1235,Staff,VB3CT47        ,1/14/2020,Mac
625,Staff,VB3CT126       ,1/14/2020,Unknown
626,Staff,VB3CT126       ,1/14/2020,Unknown
627,Staff,VB3CT126       ,1/14/2020,Unknown
1899,Staff,VB3CT59        ,1/14/2020,Unknown
2785,Staff,VB1CT146       ,1/14/2020,PC
3446,Staff,VB1CT113       ,1/14/2020,PC
1897,Staff,VB3CT59        ,1/15/2020,Mac
1898,Staff,VB3CT59        ,1/15/2020,Mac
3424,Staff,VB1CT142       ,1/15/2020,Mac
2367,Staff,VB1CT143       ,1/15/2020,Mac
2368,Staff,VB1CT143       ,1/15/2020,Mac
3477,Staff,VB1CT148       ,1/15/2020,Mac
624,Staff,VB3CT126       ,1/15/2020,Mac
3117,Staff,VB1CT101       ,1/15/2020,Mac
3118,Staff,VB1CT101       ,1/15/2020,Mac
3059,Staff,VB1CT149       ,1/15/2020,Mac
1231,Staff,VB3CT47        ,1/15/2020,Mac
1232,Staff,VB3CT47        ,1/15/2020,Mac
1233,Staff,VB3CT47        ,1/15/2020,Mac
1234,Staff,VB3CT47        ,1/15/2020,Mac
2207,Staff,VB1CT122       ,1/15/2020,Mac
2575,Staff,VB3CT549       ,1/15/2020,Mac
3599,Staff,VB1CT121       ,1/15/2020,Mac
623,Staff,VB3CT126       ,1/15/2020,Unknown
789,Staff,VB1CT88        ,1/15/2020,Unknown
2775,Staff,VB1CT128       ,1/15/2020,PC
2830,Staff,VB1CT147       ,1/15/2020,PC
3373,Staff,VB1CT150       ,1/15/2020,PC
3374,Staff,VB1CT131       ,1/15/2020,PC
2778,Staff,VB1CT151       ,1/15/2020,PC
790,Staff,VB1CT88        ,1/15/2020,PC
1896,Staff,VB3CT59        ,1/16/2020,Mac
3598,Staff,VB1CT121       ,1/16/2020,Mac
2144,Staff,VB3CT83        ,1/16/2020,Mac
2366,Staff,VB1CT143       ,1/16/2020,Mac
3507,Staff,VB3CT388       ,1/16/2020,Mac
1626,Staff,VB3CT538       ,1/16/2020,Mac
1225,Staff,VB3CT47        ,1/16/2020,Mac
1226,Staff,VB3CT47        ,1/16/2020,Mac
1227,Staff,VB3CT47        ,1/16/2020,Mac
1228,Staff,VB3CT47        ,1/16/2020,Mac
1229,Staff,VB3CT47        ,1/16/2020,Mac
1230,Staff,VB3CT47        ,1/16/2020,Mac
2669,Staff,VB1CT153       ,1/16/2020,Mac
2670,Staff,VB1CT153       ,1/16/2020,Mac
1894,Staff,VB3CT59        ,1/16/2020,Unknown
1895,Staff,VB3CT59        ,1/16/2020,Unknown
2807,Staff,VB1CT155       ,1/16/2020,PC
3040,Staff,VB1CT119       ,1/16/2020,PC
3041,Staff,VB1CT119       ,1/16/2020,PC
788,Staff,VB1CT88        ,1/16/2020,PC
1893,Staff,VB3CT59        ,1/17/2020,Mac
2314,Staff,VB1CT58        ,1/17/2020,Mac
2143,Staff,VB3CT83        ,1/17/2020,Mac
622,Staff,VB3CT126       ,1/17/2020,Mac
811,Staff,VB3CT547       ,1/17/2020,Mac
2267,Staff,VB3CT533       ,1/17/2020,Mac
2282,Staff,VB3CT533       ,1/17/2020,Mac
3525,Staff,VB1CT156       ,1/17/2020,Mac
320,Staff,VB3CT546       ,1/17/2020,Mac
1625,Staff,VB3CT538       ,1/17/2020,Mac
2668,Staff,VB1CT153       ,1/17/2020,Mac
3597,Staff,VB1CT121       ,1/17/2020,Mac
620,Staff,VB3CT126       ,1/17/2020,Unknown
621,Staff,VB3CT126       ,1/17/2020,Unknown
2142,Staff,VB3CT83        ,1/17/2020,Unknown
2806,Staff,VB1CT155       ,1/17/2020,PC
3129,Staff,VB1CT157       ,1/17/2020,PC
726,Staff,VB1CT61        ,1/17/2020,PC
727,Staff,VB1CT61        ,1/17/2020,PC
728,Staff,VB1CT61        ,1/17/2020,PC
729,Staff,VB1CT61        ,1/17/2020,PC
1891,Staff,VB3CT59        ,1/18/2020,Mac
1892,Staff,VB3CT59        ,1/18/2020,Mac
3506,Staff,VB3CT388       ,1/18/2020,PC
894,Staff,VB3CT536       ,1/19/2020,Mac
3504,Staff,VB3CT388       ,1/19/2020,PC
3505,Staff,VB3CT388       ,1/19/2020,PC
1888,Staff,VB3CT59        ,1/20/2020,Mac
1890,Staff,VB3CT59        ,1/20/2020,Mac
1653,Staff,VB1CT68        ,1/20/2020,Mac
2141,Staff,VB3CT83        ,1/20/2020,Mac
619,Staff,VB3CT126       ,1/20/2020,Mac
810,Staff,VB3CT547       ,1/20/2020,Mac
2236,Staff,VB1CT77        ,1/20/2020,Mac
2723,Staff,VB3CT371       ,1/20/2020,Mac
319,Staff,VB3CT546       ,1/20/2020,Mac
3019,Staff,VB1CT158       ,1/20/2020,Mac
1224,Staff,VB3CT47        ,1/20/2020,Mac
2206,Staff,VB1CT122       ,1/20/2020,Mac
3596,Staff,VB1CT121       ,1/20/2020,Mac
1887,Staff,VB3CT59        ,1/20/2020,Unknown
1889,Staff,VB3CT59        ,1/20/2020,Unknown
3696,Staff,VB1CT159       ,1/20/2020,PC
1886,Staff,VB3CT59        ,1/21/2020,Mac
766,Staff,VB1CT66        ,1/21/2020,Mac
2313,Staff,VB1CT58        ,1/21/2020,Mac
2138,Staff,VB3CT83        ,1/21/2020,Mac
2140,Staff,VB3CT83        ,1/21/2020,Mac
2365,Staff,VB1CT143       ,1/21/2020,Mac
618,Staff,VB3CT126       ,1/21/2020,Mac
2483,Staff,VB3CT534       ,1/21/2020,Mac
3015,Staff,VB1CT160       ,1/21/2020,Mac
2235,Staff,VB1CT77        ,1/21/2020,Mac
2574,Staff,VB3CT549       ,1/21/2020,Mac
1223,Staff,VB3CT47        ,1/21/2020,Mac
616,Staff,VB3CT126       ,1/21/2020,Unknown
617,Staff,VB3CT126       ,1/21/2020,Unknown
1884,Staff,VB3CT59        ,1/21/2020,Unknown
1885,Staff,VB3CT59        ,1/21/2020,Unknown
2774,Staff,VB1CT128       ,1/21/2020,PC
725,Staff,VB1CT61        ,1/21/2020,PC
2139,Staff,VB3CT83        ,1/21/2020,Unknown
1882,Staff,VB3CT59        ,1/22/2020,Mac
1883,Staff,VB3CT59        ,1/22/2020,Mac
1652,Staff,VB1CT68        ,1/22/2020,Mac
2711,Staff,VB1CT161       ,1/22/2020,Mac
614,Staff,VB3CT126       ,1/22/2020,Mac
615,Staff,VB3CT126       ,1/22/2020,Mac
2266,Staff,VB3CT533       ,1/22/2020,Mac
3014,Staff,VB1CT160       ,1/22/2020,Mac
2234,Staff,VB1CT77        ,1/22/2020,Mac
316,Staff,VB3CT546       ,1/22/2020,Mac
317,Staff,VB3CT546       ,1/22/2020,Mac
318,Staff,VB3CT546       ,1/22/2020,Mac
1623,Staff,VB3CT538       ,1/22/2020,Mac
1624,Staff,VB3CT538       ,1/22/2020,Mac
1222,Staff,VB3CT47        ,1/22/2020,Mac
3595,Staff,VB1CT121       ,1/22/2020,Mac
613,Staff,VB3CT126       ,1/22/2020,Unknown
3216,Staff,VB1CT118       ,1/22/2020,PC
3445,Staff,VB1CT113       ,1/22/2020,PC
1878,Staff,VB3CT59        ,1/23/2020,Mac
1879,Staff,VB3CT59        ,1/23/2020,Mac
1881,Staff,VB3CT59        ,1/23/2020,Mac
3176,Staff,VB1CT129       ,1/23/2020,Mac
2705,Staff,VB1CT165       ,1/23/2020,Mac
2710,Staff,VB1CT161       ,1/23/2020,Mac
2137,Staff,VB3CT83        ,1/23/2020,Mac
2397,Staff,VB3CT116       ,1/23/2020,Mac
2847,Staff,VB1CT107       ,1/23/2020,Mac
2848,Staff,VB1CT107       ,1/23/2020,Mac
612,Staff,VB3CT126       ,1/23/2020,Mac
2265,Staff,VB3CT533       ,1/23/2020,Mac
2281,Staff,VB3CT533       ,1/23/2020,Mac
2828,Staff,VB1CT115       ,1/23/2020,Mac
3011,Staff,VB1CT160       ,1/23/2020,Mac
3012,Staff,VB1CT160       ,1/23/2020,Mac
3013,Staff,VB1CT160       ,1/23/2020,Mac
3503,Staff,VB3CT388       ,1/23/2020,Mac
2756,Staff,VB1CT162       ,1/23/2020,Mac
1202,Staff,VB3CT47        ,1/23/2020,Mac
1203,Staff,VB3CT47        ,1/23/2020,Mac
1204,Staff,VB3CT47        ,1/23/2020,Mac
1205,Staff,VB3CT47        ,1/23/2020,Mac
1206,Staff,VB3CT47        ,1/23/2020,Mac
1207,Staff,VB3CT47        ,1/23/2020,Mac
1208,Staff,VB3CT47        ,1/23/2020,Mac
1209,Staff,VB3CT47        ,1/23/2020,Mac
1210,Staff,VB3CT47        ,1/23/2020,Mac
1211,Staff,VB3CT47        ,1/23/2020,Mac
1213,Staff,VB3CT47        ,1/23/2020,Mac
1214,Staff,VB3CT47        ,1/23/2020,Mac
1215,Staff,VB3CT47        ,1/23/2020,Mac
1216,Staff,VB3CT47        ,1/23/2020,Mac
1217,Staff,VB3CT47        ,1/23/2020,Mac
1218,Staff,VB3CT47        ,1/23/2020,Mac
1219,Staff,VB3CT47        ,1/23/2020,Mac
1220,Staff,VB3CT47        ,1/23/2020,Mac
1221,Staff,VB3CT47        ,1/23/2020,Mac
1622,Staff,VB3CT538       ,1/23/2020,Mac
3593,Staff,VB1CT121       ,1/23/2020,Mac
3594,Staff,VB1CT121       ,1/23/2020,Mac
609,Staff,VB3CT126       ,1/23/2020,Unknown
610,Staff,VB3CT126       ,1/23/2020,Unknown
611,Staff,VB3CT126       ,1/23/2020,Unknown
1212,Staff,VB3CT47        ,1/23/2020,Unknown
1877,Staff,VB3CT59        ,1/23/2020,Unknown
1880,Staff,VB3CT59        ,1/23/2020,Unknown
2427,Staff,VB1CT84        ,1/23/2020,PC
2784,Staff,VB1CT146       ,1/23/2020,PC
3390,Staff,VB1CT164       ,1/23/2020,PC
3444,Staff,VB1CT113       ,1/23/2020,PC
3723,Staff,VB1CT163       ,1/23/2020,PC
3724,Staff,VB1CT163       ,1/23/2020,PC
724,Staff,VB1CT61        ,1/23/2020,PC
3377,Staff,VB1CT167       ,1/24/2020,Android Station
1876,Staff,VB3CT59        ,1/24/2020,Mac
2709,Staff,VB1CT161       ,1/24/2020,Mac
2135,Staff,VB3CT83        ,1/24/2020,Mac
2136,Staff,VB3CT83        ,1/24/2020,Mac
607,Staff,VB3CT126       ,1/24/2020,Mac
608,Staff,VB3CT126       ,1/24/2020,Mac
3009,Staff,VB1CT160       ,1/24/2020,Mac
3010,Staff,VB1CT160       ,1/24/2020,Mac
3502,Staff,VB3CT388       ,1/24/2020,Mac
315,Staff,VB3CT546       ,1/24/2020,Mac
1195,Staff,VB3CT47        ,1/24/2020,Mac
1196,Staff,VB3CT47        ,1/24/2020,Mac
