,Contact type,User_ID,Download_Date,Resolution,Asset_ID,Asset_Type,Asset_Legacy_ID,Asset_Create_Date,Usage_Description
2114,Client,,3/27/2020,Medium res. comp.,VB1361490,Image,20200325JH016,3/26/2020,"Editorial, All media types, One country"
2115,Client,,3/27/2020,Medium res. comp.,VB318660,Image,Halevi_Leor,8/21/2019,Other
2116,Client,,3/27/2020,Medium res. comp.,VB318839,Image,HaleviLeor,8/21/2019,Other
2117,Client,,3/26/2020,Medium res. comp.,VB149154,Image,20190822JH0001,11/8/2019,"Editorial, All media types, Up to 10 countries"
2118,Client,,3/26/2020,Original,VB1300442,Image,20200225AR0056,3/10/2020,"Editorial, All media types, Up to 10 countries"
2119,Client,,3/26/2020,Medium res. comp.,VB1300431,Image,20200225AR0061,3/10/2020,"Editorial, All media types, Up to 10 countries"
2120,Client,,3/26/2020,Original,VB1300431,Image,20200225AR0061,3/10/2020,"Editorial, All media types, Up to 10 countries"
2121,Client,,3/26/2020,Medium res. comp.,VB1300430,Image,20200225AR0057,3/10/2020,"Editorial, All media types, Up to 10 countries"
2122,Client,,3/26/2020,Original,VB1300430,Image,20200225AR0057,3/10/2020,"Editorial, All media types, Up to 10 countries"
2123,Client,,3/26/2020,Medium res. comp.,VB1300404,Image,20200225AR0027,3/10/2020,"Editorial, All media types, Up to 10 countries"
2124,Client,,3/26/2020,Original,VB1300404,Image,20200225AR0027,3/10/2020,"Editorial, All media types, Up to 10 countries"
2125,Client,,3/26/2020,Medium res. comp.,VB1300402,Image,20200225AR0001,3/10/2020,"Editorial, All media types, Up to 10 countries"
2126,Client,,3/26/2020,Original,VB1300402,Image,20200225AR0001,3/10/2020,"Editorial, All media types, Up to 10 countries"
2127,Client,,3/26/2020,Medium res. comp.,VB1300403,Image,20200225AR0002,3/10/2020,"Editorial, All media types, Up to 10 countries"
2128,Client,,3/26/2020,Original,VB1300403,Image,20200225AR0002,3/10/2020,"Editorial, All media types, Up to 10 countries"
2129,Client,,3/26/2020,Medium res. comp.,VB1300371,Image,20200225AR0018,3/10/2020,"Editorial, All media types, Up to 10 countries"
2130,Client,,3/26/2020,Original,VB1300371,Image,20200225AR0018,3/10/2020,"Editorial, All media types, Up to 10 countries"
2131,Client,,3/26/2020,Medium res. comp.,VB1300370,Image,20200225AR0010,3/10/2020,"Editorial, All media types, Up to 10 countries"
2132,Client,,3/26/2020,Original,VB1300370,Image,20200225AR0010,3/10/2020,"Editorial, All media types, Up to 10 countries"
2133,Client,,3/26/2020,Medium res. comp.,VB1300372,Image,20200225AR0004,3/10/2020,"Editorial, All media types, Up to 10 countries"
2134,Client,,3/26/2020,Original,VB1300372,Image,20200225AR0004,3/10/2020,"Editorial, All media types, Up to 10 countries"
2135,Client,,3/26/2020,Medium res. comp.,VB1300373,Image,20200225AR0016,3/10/2020,"Editorial, All media types, Up to 10 countries"
2136,Client,,3/26/2020,Original,VB1300373,Image,20200225AR0016,3/10/2020,"Editorial, All media types, Up to 10 countries"
2137,Client,,3/26/2020,Original,VB1300508,Image,20200225AR0023,3/10/2020,"Editorial, All media types, Up to 10 countries"
2138,Client,,3/26/2020,Medium res. comp.,VB1300505,Image,20200225AR0043,3/10/2020,"Editorial, All media types, Up to 10 countries"
2139,Client,,3/26/2020,Original,VB1300505,Image,20200225AR0043,3/10/2020,"Editorial, All media types, Up to 10 countries"
2140,Client,,3/26/2020,Medium res. comp.,VB1300503,Image,20200225AR0035,3/10/2020,"Editorial, All media types, Up to 10 countries"
2141,Client,,3/26/2020,Original,VB1300503,Image,20200225AR0035,3/10/2020,"Editorial, All media types, Up to 10 countries"
2142,Client,,3/26/2020,Medium res. comp.,VB1300501,Image,20200225AR0044,3/10/2020,"Editorial, All media types, Up to 10 countries"
2143,Client,,3/26/2020,Original,VB1300501,Image,20200225AR0044,3/10/2020,"Editorial, All media types, Up to 10 countries"
2144,Client,,3/26/2020,Medium res. comp.,VB1300500,Image,20200225AR0062,3/10/2020,"Editorial, All media types, Up to 10 countries"
2145,Client,,3/26/2020,Original,VB1300500,Image,20200225AR0062,3/10/2020,"Editorial, All media types, Up to 10 countries"
2146,Client,,3/26/2020,Medium res. comp.,VB1300499,Image,20200225AR0029,3/10/2020,"Editorial, All media types, Up to 10 countries"
2147,Client,,3/26/2020,Original,VB1300499,Image,20200225AR0029,3/10/2020,"Editorial, All media types, Up to 10 countries"
2148,Client,,3/26/2020,Medium res. comp.,VB1300495,Image,20200225AR0030,3/10/2020,"Editorial, All media types, Up to 10 countries"
2149,Client,,3/26/2020,Original,VB1300495,Image,20200225AR0030,3/10/2020,"Editorial, All media types, Up to 10 countries"
2150,Client,,3/26/2020,Medium res. comp.,VB1300490,Image,20200225AR0038_1,3/10/2020,"Editorial, All media types, Up to 10 countries"
2151,Client,,3/26/2020,Original,VB1300490,Image,20200225AR0038_1,3/10/2020,"Editorial, All media types, Up to 10 countries"
2152,Client,,3/26/2020,Medium res. comp.,VB1300489,Image,20200225AR0040,3/10/2020,"Editorial, All media types, Up to 10 countries"
2153,Client,,3/26/2020,Original,VB1300489,Image,20200225AR0040,3/10/2020,"Editorial, All media types, Up to 10 countries"
2154,Client,,3/26/2020,Medium res. comp.,VB1300488,Image,20200225AR0041,3/10/2020,"Editorial, All media types, Up to 10 countries"
2155,Client,,3/26/2020,Original,VB1300488,Image,20200225AR0041,3/10/2020,"Editorial, All media types, Up to 10 countries"
2156,Client,,3/26/2020,Medium res. comp.,VB1300485,Image,20200225AR0009,3/10/2020,"Editorial, All media types, Up to 10 countries"
2157,Client,,3/26/2020,Original,VB1300485,Image,20200225AR0009,3/10/2020,"Editorial, All media types, Up to 10 countries"
2158,Client,,3/26/2020,Medium res. comp.,VB1300477,Image,20200225AR0051,3/10/2020,"Editorial, All media types, Up to 10 countries"
2159,Client,,3/26/2020,Original,VB1300477,Image,20200225AR0051,3/10/2020,"Editorial, All media types, Up to 10 countries"
2160,Client,,3/26/2020,Medium res. comp.,VB1300473,Image,20200225AR0011,3/10/2020,"Editorial, All media types, Up to 10 countries"
2161,Client,,3/26/2020,Original,VB1300473,Image,20200225AR0011,3/10/2020,"Editorial, All media types, Up to 10 countries"
2162,Client,,3/26/2020,Medium res. comp.,VB1300471,Image,20200225AR0037_1,3/10/2020,"Editorial, All media types, Up to 10 countries"
2163,Client,,3/26/2020,Original,VB1300471,Image,20200225AR0037_1,3/10/2020,"Editorial, All media types, Up to 10 countries"
2164,Client,,3/26/2020,Medium res. comp.,VB1300460,Image,20200225AR0028,3/10/2020,"Editorial, All media types, Up to 10 countries"
2165,Client,,3/26/2020,Original,VB1300460,Image,20200225AR0028,3/10/2020,"Editorial, All media types, Up to 10 countries"
2166,Client,,3/26/2020,Medium res. comp.,VB1300451,Image,20200225AR0060,3/10/2020,"Editorial, All media types, Up to 10 countries"
2167,Client,,3/26/2020,Original,VB1300451,Image,20200225AR0060,3/10/2020,"Editorial, All media types, Up to 10 countries"
2168,Client,,3/26/2020,Medium res. comp.,VB1300449,Image,20200225AR0058,3/10/2020,"Editorial, All media types, Up to 10 countries"
2169,Client,,3/26/2020,Original,VB1300449,Image,20200225AR0058,3/10/2020,"Editorial, All media types, Up to 10 countries"
2170,Client,,3/26/2020,Medium res. comp.,VB1300443,Image,20200225AR0053,3/10/2020,"Editorial, All media types, Up to 10 countries"
2171,Client,,3/26/2020,Original,VB1300443,Image,20200225AR0053,3/10/2020,"Editorial, All media types, Up to 10 countries"
2172,Client,,3/26/2020,Medium res. comp.,VB1300442,Image,20200225AR0056,3/10/2020,"Editorial, All media types, Up to 10 countries"
2173,Client,,3/26/2020,Medium res. comp.,VB1300527,Image,20200225AR0048,3/10/2020,"Editorial, All media types, Up to 10 countries"
2174,Client,,3/26/2020,Original,VB1300527,Image,20200225AR0048,3/10/2020,"Editorial, All media types, Up to 10 countries"
2175,Client,,3/26/2020,Medium res. comp.,VB1300525,Image,20200225AR0047,3/10/2020,"Editorial, All media types, Up to 10 countries"
2176,Client,,3/26/2020,Original,VB1300525,Image,20200225AR0047,3/10/2020,"Editorial, All media types, Up to 10 countries"
2177,Client,,3/26/2020,Medium res. comp.,VB1300523,Image,20200225AR0021,3/10/2020,"Editorial, All media types, Up to 10 countries"
2178,Client,,3/26/2020,Original,VB1300523,Image,20200225AR0021,3/10/2020,"Editorial, All media types, Up to 10 countries"
2179,Client,,3/26/2020,Medium res. comp.,VB1300521,Image,20200225AR0025,3/10/2020,"Editorial, All media types, Up to 10 countries"
2180,Client,,3/26/2020,Original,VB1300521,Image,20200225AR0025,3/10/2020,"Editorial, All media types, Up to 10 countries"
2181,Client,,3/26/2020,Medium res. comp.,VB1300518,Image,20200225AR0049,3/10/2020,"Editorial, All media types, Up to 10 countries"
2182,Client,,3/26/2020,Original,VB1300518,Image,20200225AR0049,3/10/2020,"Editorial, All media types, Up to 10 countries"
2183,Client,,3/26/2020,Medium res. comp.,VB1300517,Image,20200225AR0050,3/10/2020,"Editorial, All media types, Up to 10 countries"
2184,Client,,3/26/2020,Original,VB1300517,Image,20200225AR0050,3/10/2020,"Editorial, All media types, Up to 10 countries"
2185,Client,,3/26/2020,Medium res. comp.,VB1300516,Image,20200225AR0045,3/10/2020,"Editorial, All media types, Up to 10 countries"
2186,Client,,3/26/2020,Original,VB1300516,Image,20200225AR0045,3/10/2020,"Editorial, All media types, Up to 10 countries"
2187,Client,,3/26/2020,Medium res. comp.,VB1300511,Image,20200225AR0046,3/10/2020,"Editorial, All media types, Up to 10 countries"
2188,Client,,3/26/2020,Original,VB1300511,Image,20200225AR0046,3/10/2020,"Editorial, All media types, Up to 10 countries"
2189,Client,,3/26/2020,Medium res. comp.,VB1300508,Image,20200225AR0023,3/10/2020,"Editorial, All media types, Up to 10 countries"
2190,Client,,3/26/2020,Medium res. comp.,VB1260434,Image,20200226AR0176,2/27/2020,Personal
2191,Client,,3/23/2020,Original,VB1260215,Image,20200226JH054,2/27/2020,Personal
2192,Client,,3/23/2020,Medium res. comp.,VB1260215,Image,20200226JH054,2/27/2020,Personal
2193,Client,,3/23/2020,Medium res. comp.,VB1355949,Image,20200318AR0876,3/18/2020,"Editorial, Periodicals, Worldwide"
2194,Client,,3/20/2020,Original,VB1355667,Image,20200318JR004,3/18/2020,"Editorial, All media types, Worldwide"
2195,Client,,3/18/2020,Medium res. comp.,VB1355666,Image,20200318JR003,3/18/2020,Internal Company Use
2196,Client,,3/18/2020,Medium res. comp.,VB1355694,Image,20200318JR005,3/18/2020,Internal Company Use
2197,Client,,3/18/2020,Medium res. comp.,VB1355694,Image,20200318JR005,3/18/2020,"Editorial, Website and Email, Up to 5 countries"
2198,Client,,3/18/2020,Original,VB1338416,Image,20200311AR0113,3/13/2020,"Editorial, Periodicals, One country"
2199,Client,,3/18/2020,Original,VB1338426,Image,20200311AR0128,3/13/2020,"Editorial, Periodicals, One country"
2200,Client,,3/18/2020,Original,VB1338421,Image,20200311AR0130,3/13/2020,"Editorial, Periodicals, One country"
2201,Client,,3/18/2020,Medium res. comp.,VB1338434,Image,20200311AR0143,3/13/2020,"Editorial, Periodicals, One country"
2202,Client,,3/18/2020,Original,VB1338434,Image,20200311AR0143,3/13/2020,"Editorial, Periodicals, One country"
2203,Client,,3/17/2020,Medium res. comp.,VB1338096,Image,20200309AR0002,3/13/2020,Personal
2204,Client,,3/17/2020,Medium res. comp.,VB1338116,Image,20200309AR0004,3/13/2020,Personal
2205,Client,,3/17/2020,Medium res. comp.,VB1338115,Image,20200309AR0006,3/13/2020,Personal
2206,Client,,3/17/2020,Medium res. comp.,VB1338076,Image,20200309AR0008,3/13/2020,Personal
2207,Client,,3/17/2020,Medium res. comp.,VB1338072,Image,Dallas_Jonathan,3/13/2020,Personal
2208,Client,,3/17/2020,Medium res. comp.,VB1338078,Image,20200309AR0038,3/13/2020,Personal
2209,Client,,3/17/2020,Medium res. comp.,VB1338112,Image,20200309AR0056,3/13/2020,Personal
2210,Client,,3/17/2020,Medium res. comp.,VB1338071,Image,20200309AR0057,3/13/2020,Personal
2211,Client,,3/17/2020,Medium res. comp.,VB1338089,Image,20200309AR0084,3/13/2020,Personal
2212,Client,,3/17/2020,Medium res. comp.,VB1338095,Image,20200309AR0091,3/13/2020,Personal
2213,Client,,3/17/2020,Medium res. comp.,VB1338049,Image,20200309AR0096,3/13/2020,Personal
2214,Client,,3/17/2020,Medium res. comp.,VB1338060,Image,20200309AR0099,3/13/2020,Personal
2215,Client,,3/17/2020,Medium res. comp.,VB1338061,Image,20200309AR0102,3/13/2020,Personal
2216,Client,,3/17/2020,Medium res. comp.,VB1338058,Image,20200309AR0103,3/13/2020,Personal
2217,Client,,3/17/2020,Medium res. comp.,VB1338050,Image,20200309AR0104,3/13/2020,Personal
2218,Client,,3/12/2020,Medium res. comp.,VB1259071,Image,20200221AR0566,2/27/2020,Internal Company Use
2219,Client,,3/12/2020,Medium res. comp.,VB1259077,Image,20200221AR0568,2/27/2020,Internal Company Use
2220,Client,,3/12/2020,Medium res. comp.,VB1259029,Image,20200221AR0685,2/27/2020,Internal Company Use
2221,Client,,3/12/2020,Medium res. comp.,VB1259397,Image,20200221AR0686,2/27/2020,Internal Company Use
2222,Client,,3/12/2020,Medium res. comp.,VB1259056,Image,20200221AR0687,2/27/2020,Internal Company Use
2223,Client,,3/12/2020,Medium res. comp.,VB1259048,Image,20200221AR0689,2/27/2020,Internal Company Use
2224,Client,,3/12/2020,Medium res. comp.,VB1259205,Image,20200221AR0690,2/27/2020,Internal Company Use
2225,Client,,3/12/2020,Medium res. comp.,VB1259207,Image,20200221AR0691,2/27/2020,Internal Company Use
2226,Client,,3/12/2020,Medium res. comp.,VB1259201,Image,20200221AR0692,2/27/2020,Internal Company Use
2227,Client,,3/12/2020,Medium res. comp.,VB1259262,Image,20200221AR0694,2/27/2020,Internal Company Use
2228,Client,,3/11/2020,Medium res. comp.,VB1260152,Image,20200226JH052,2/27/2020,Personal
2229,Client,,3/11/2020,Medium res.,VB2911,Image,20200225JH003,2/27/2020,Personal
2230,Client,,3/11/2020,Medium res.,VB2910,Image,20200225JH060,2/27/2020,Personal
2231,Client,,3/11/2020,Medium res.,VB2909,Image,20200225JH059,2/27/2020,Personal
2232,Client,,3/11/2020,Medium res.,VB2908,Image,20200225JH058,2/27/2020,Personal
2233,Client,,3/11/2020,Medium res.,VB2907,Image,20200225JH038,2/27/2020,Personal
2234,Client,,3/11/2020,Medium res.,VB2906,Image,20200225JH036,2/27/2020,Personal
2235,Client,,3/11/2020,Medium res.,VB2905,Image,20200225JH037,2/27/2020,Personal
2236,Client,,3/11/2020,Medium res.,VB2904,Image,20200225JH032,2/27/2020,Personal
2237,Client,,3/11/2020,Medium res.,VB2903,Image,20200225JH057,2/27/2020,Personal
2238,Client,,3/11/2020,Medium res.,VB2902,Image,20200225JH026,2/27/2020,Personal
2239,Client,,3/11/2020,Medium res.,VB2901,Image,20200225JH031,2/27/2020,Personal
2240,Client,,3/11/2020,Medium res.,VB2900,Image,20200225JH025,2/27/2020,Personal
2241,Client,,3/11/2020,Medium res.,VB2899,Image,20200225JH030,2/27/2020,Personal
2242,Client,,3/11/2020,Medium res.,VB2898,Image,20200225JH027,2/27/2020,Personal
2243,Client,,3/11/2020,Medium res.,VB2897,Image,20200225JH028,2/27/2020,Personal
2244,Client,,3/11/2020,Medium res.,VB2896,Image,20200225JH002,2/27/2020,Personal
2245,Client,,3/11/2020,Medium res.,VB2871,Image,20200225JH049,2/27/2020,Personal
2246,Client,,3/11/2020,Medium res.,VB2870,Image,20200225JH048,2/27/2020,Personal
2247,Client,,3/11/2020,Medium res.,VB2843,Image,20200225JH005,2/27/2020,Personal
2248,Client,,3/11/2020,Medium res.,VB2840,Image,20200225JH029,2/27/2020,Personal
2249,Client,,3/11/2020,Medium res.,VB2841,Image,20200225JH004,2/27/2020,Personal
2250,Client,,3/11/2020,Medium res.,VB2842,Image,20200225JH001,2/27/2020,Personal
2251,Client,,3/11/2020,Medium res.,VB2942,Image,20200225JH017,2/27/2020,Personal
2252,Client,,3/11/2020,Medium res.,VB2941,Image,20200225JH020,2/27/2020,Personal
2253,Client,,3/11/2020,Medium res.,VB2940,Image,20200225JH019,2/27/2020,Personal
2254,Client,,3/11/2020,Medium res.,VB2939,Image,20200225JH051,2/27/2020,Personal
2255,Client,,3/11/2020,Medium res.,VB2938,Image,20200225JH052,2/27/2020,Personal
2256,Client,,3/11/2020,Medium res.,VB2937,Image,20200225JH024,2/27/2020,Personal
2257,Client,,3/11/2020,Medium res.,VB2936,Image,20200225JH053,2/27/2020,Personal
2258,Client,,3/11/2020,Medium res.,VB2935,Image,20200225JH054,2/27/2020,Personal
2259,Client,,3/11/2020,Medium res.,VB2934,Image,20200225JH050,2/27/2020,Personal
2260,Client,,3/11/2020,Medium res.,VB2933,Image,20200225JH047,2/27/2020,Personal
2261,Client,,3/11/2020,Medium res.,VB2932,Image,20200225JH021,2/27/2020,Personal
2262,Client,,3/11/2020,Medium res.,VB2931,Image,20200225JH006,2/27/2020,Personal
2263,Client,,3/11/2020,Medium res.,VB2930,Image,20200225JH007,2/27/2020,Personal
2264,Client,,3/11/2020,Medium res.,VB2929,Image,20200225JH011,2/27/2020,Personal
2265,Client,,3/11/2020,Medium res.,VB2928,Image,20200225JH042,2/27/2020,Personal
2266,Client,,3/11/2020,Medium res.,VB2927,Image,20200225JH010,2/27/2020,Personal
2267,Client,,3/11/2020,Medium res.,VB2926,Image,20200225JH013,2/27/2020,Personal
2268,Client,,3/11/2020,Medium res.,VB2925,Image,20200225JH012,2/27/2020,Personal
2269,Client,,3/11/2020,Medium res.,VB2924,Image,20200225JH039,2/27/2020,Personal
2270,Client,,3/11/2020,Medium res.,VB2923,Image,20200225JH009,2/27/2020,Personal
2271,Client,,3/11/2020,Medium res.,VB2922,Image,20200225JH008,2/27/2020,Personal
2272,Client,,3/11/2020,Medium res.,VB2921,Image,20200225JH043,2/27/2020,Personal
2273,Client,,3/11/2020,Medium res.,VB2920,Image,20200225JH045,2/27/2020,Personal
2274,Client,,3/11/2020,Medium res.,VB2919,Image,20200225JH044,2/27/2020,Personal
2275,Client,,3/11/2020,Medium res.,VB2918,Image,20200225JH041,2/27/2020,Personal
2276,Client,,3/11/2020,Medium res.,VB2917,Image,20200225JH023,2/27/2020,Personal
2277,Client,,3/11/2020,Medium res.,VB2916,Image,20200225JH046,2/27/2020,Personal
2278,Client,,3/11/2020,Medium res.,VB2915,Image,20200225JH034,2/27/2020,Personal
2279,Client,,3/11/2020,Medium res.,VB2914,Image,20200225JH040,2/27/2020,Personal
2280,Client,,3/11/2020,Medium res.,VB2913,Image,20200225JH035,2/27/2020,Personal
2281,Client,,3/11/2020,Medium res.,VB2912,Image,20200225JH033,2/27/2020,Personal
2282,Client,,3/11/2020,Medium res.,VB2970,Image,20200225JH137,2/27/2020,Personal
2283,Client,,3/11/2020,Medium res.,VB2969,Image,20200225JH130,2/27/2020,Personal
2284,Client,,3/11/2020,Medium res.,VB2968,Image,20200225JH138,2/27/2020,Personal
2285,Client,,3/11/2020,Medium res.,VB2967,Image,20200225JH136,2/27/2020,Personal
2286,Client,,3/11/2020,Medium res.,VB2966,Image,20200225JH140,2/27/2020,Personal
2287,Client,,3/11/2020,Medium res.,VB2965,Image,20200225JH123,2/27/2020,Personal
2288,Client,,3/11/2020,Medium res.,VB2964,Image,20200225JH133,2/27/2020,Personal
2289,Client,,3/11/2020,Medium res.,VB2963,Image,20200225JH129,2/27/2020,Personal
2290,Client,,3/11/2020,Medium res.,VB2962,Image,20200225JH135,2/27/2020,Personal
2291,Client,,3/11/2020,Medium res.,VB2960,Image,20200225JH126,2/27/2020,Personal
2292,Client,,3/11/2020,Medium res.,VB2959,Image,20200225JH131,2/27/2020,Personal
2293,Client,,3/11/2020,Medium res.,VB2958,Image,20200225JH124,2/27/2020,Personal
2294,Client,,3/11/2020,Medium res.,VB2957,Image,20200225JH125,2/27/2020,Personal
2295,Client,,3/11/2020,Medium res.,VB2956,Image,20200225JH122,2/27/2020,Personal
2296,Client,,3/11/2020,Medium res.,VB2955,Image,20200225JH139,2/27/2020,Personal
2297,Client,,3/11/2020,Medium res.,VB2954,Image,20200225JH127,2/27/2020,Personal
2298,Client,,3/11/2020,Medium res.,VB2953,Image,20200225JH132,2/27/2020,Personal
2299,Client,,3/11/2020,Medium res.,VB2952,Image,20200225JH134,2/27/2020,Personal
2300,Client,,3/11/2020,Medium res.,VB2951,Image,20200225JH078,2/27/2020,Personal
2301,Client,,3/11/2020,Medium res.,VB2950,Image,20200225JH128,2/27/2020,Personal
2302,Client,,3/11/2020,Medium res.,VB2949,Image,20200225JH055,2/27/2020,Personal
2303,Client,,3/11/2020,Medium res.,VB2948,Image,20200225JH106,2/27/2020,Personal
2304,Client,,3/11/2020,Medium res.,VB2947,Image,20200225JH022,2/27/2020,Personal
2305,Client,,3/11/2020,Medium res.,VB2946,Image,20200225JH014,2/27/2020,Personal
2306,Client,,3/11/2020,Medium res.,VB2945,Image,20200225JH016,2/27/2020,Personal
2307,Client,,3/11/2020,Medium res.,VB2944,Image,20200225JH015,2/27/2020,Personal
2308,Client,,3/11/2020,Medium res.,VB2943,Image,20200225JH018,2/27/2020,Personal
2309,Client,,3/11/2020,Medium res.,VB21008,Image,20200225JH092,2/27/2020,Personal
2310,Client,,3/11/2020,Medium res.,VB21007,Image,20200225JH083,2/27/2020,Personal
2311,Client,,3/11/2020,Medium res.,VB21006,Image,20200225JH085,2/27/2020,Personal
2312,Client,,3/11/2020,Medium res.,VB21005,Image,20200225JH093,2/27/2020,Personal
2313,Client,,3/11/2020,Medium res.,VB21004,Image,20200225JH094,2/27/2020,Personal
2314,Client,,3/11/2020,Medium res.,VB21003,Image,20200225JH096,2/27/2020,Personal
2315,Client,,3/11/2020,Medium res.,VB21002,Image,20200225JH097,2/27/2020,Personal
2316,Client,,3/11/2020,Medium res.,VB21001,Image,20200225JH095,2/27/2020,Personal
2317,Client,,3/11/2020,Medium res.,VB21000,Image,20200225JH098,2/27/2020,Personal
2318,Client,,3/11/2020,Medium res.,VB2999,Image,20200225JH090,2/27/2020,Personal
2319,Client,,3/11/2020,Medium res.,VB2998,Image,20200225JH066,2/27/2020,Personal
2320,Client,,3/11/2020,Medium res.,VB2997,Image,20200225JH089,2/27/2020,Personal
2321,Client,,3/11/2020,Medium res.,VB2996,Image,20200225JH067,2/27/2020,Personal
2322,Client,,3/11/2020,Medium res.,VB2995,Image,20200225JH116,2/27/2020,Personal
2323,Client,,3/11/2020,Medium res.,VB2994,Image,20200225JH108,2/27/2020,Personal
2324,Client,,3/11/2020,Medium res.,VB2993,Image,20200225JH114,2/27/2020,Personal
2325,Client,,3/11/2020,Medium res.,VB2992,Image,20200225JH061,2/27/2020,Personal
2326,Client,,3/11/2020,Medium res.,VB2991,Image,20200225JH062,2/27/2020,Personal
2327,Client,,3/11/2020,Medium res.,VB2990,Image,20200225JH113,2/27/2020,Personal
2328,Client,,3/11/2020,Medium res.,VB2989,Image,20200225JH107,2/27/2020,Personal
2329,Client,,3/11/2020,Medium res.,VB2988,Image,20200225JH115,2/27/2020,Personal
2330,Client,,3/11/2020,Medium res.,VB2987,Image,20200225JH056,2/27/2020,Personal
2331,Client,,3/11/2020,Medium res.,VB2986,Image,20200225JH087,2/27/2020,Personal
2332,Client,,3/11/2020,Medium res.,VB2985,Image,20200225JH109,2/27/2020,Personal
2333,Client,,3/11/2020,Medium res.,VB2984,Image,20200225JH075,2/27/2020,Personal
2334,Client,,3/11/2020,Medium res.,VB2983,Image,20200225JH088,2/27/2020,Personal
2335,Client,,3/11/2020,Medium res.,VB2982,Image,20200225JH076,2/27/2020,Personal
2336,Client,,3/11/2020,Medium res.,VB2981,Image,20200225JH110,2/27/2020,Personal
2337,Client,,3/11/2020,Medium res.,VB2980,Image,20200225JH077,2/27/2020,Personal
2338,Client,,3/11/2020,Medium res.,VB2979,Image,20200225JH091,2/27/2020,Personal
2339,Client,,3/11/2020,Medium res.,VB2978,Image,20200225JH074,2/27/2020,Personal
2340,Client,,3/11/2020,Medium res.,VB2977,Image,20200225JH103,2/27/2020,Personal
2341,Client,,3/11/2020,Medium res.,VB2976,Image,20200225JH070,2/27/2020,Personal
2342,Client,,3/11/2020,Medium res.,VB2975,Image,20200225JH068,2/27/2020,Personal
2343,Client,,3/11/2020,Medium res.,VB2974,Image,20200225JH069,2/27/2020,Personal
2344,Client,,3/11/2020,Medium res.,VB2973,Image,20200225JH102,2/27/2020,Personal
2345,Client,,3/11/2020,Medium res.,VB2972,Image,20200225JH064,2/27/2020,Personal
2346,Client,,3/11/2020,Medium res.,VB2971,Image,20200225JH063,2/27/2020,Personal
2347,Client,,3/11/2020,Medium res.,VB21029,Image,20200225JH121,2/27/2020,Personal
2348,Client,,3/11/2020,Medium res.,VB2961,Image,20200225JH120,2/27/2020,Personal
2349,Client,,3/11/2020,Medium res.,VB21028,Image,20200225JH117,2/27/2020,Personal
2350,Client,,3/11/2020,Medium res.,VB21027,Image,20200225JH118,2/27/2020,Personal
2351,Client,,3/11/2020,Medium res.,VB21026,Image,20200225JH104,2/27/2020,Personal
2352,Client,,3/11/2020,Medium res.,VB21025,Image,20200225JH105,2/27/2020,Personal
2353,Client,,3/11/2020,Medium res.,VB21024,Image,20200225JH100,2/27/2020,Personal
2354,Client,,3/11/2020,Medium res.,VB21023,Image,20200225JH119,2/27/2020,Personal
2355,Client,,3/11/2020,Medium res.,VB21022,Image,20200225JH099,2/27/2020,Personal
2356,Client,,3/11/2020,Medium res.,VB21021,Image,20200225JH065,2/27/2020,Personal
2357,Client,,3/11/2020,Medium res.,VB21020,Image,20200225JH071,2/27/2020,Personal
2358,Client,,3/11/2020,Medium res.,VB21019,Image,20200225JH072,2/27/2020,Personal
2359,Client,,3/11/2020,Medium res.,VB21018,Image,20200225JH073,2/27/2020,Personal
2360,Client,,3/11/2020,Medium res.,VB21017,Image,20200225JH080,2/27/2020,Personal
2361,Client,,3/11/2020,Medium res.,VB21016,Image,20200225JH081,2/27/2020,Personal
2362,Client,,3/11/2020,Medium res.,VB21015,Image,20200225JH082,2/27/2020,Personal
2363,Client,,3/11/2020,Medium res.,VB21014,Image,20200225JH111,2/27/2020,Personal
2364,Client,,3/11/2020,Medium res.,VB21013,Image,20200225JH101,2/27/2020,Personal
2365,Client,,3/11/2020,Medium res.,VB21012,Image,20200225JH112,2/27/2020,Personal
2366,Client,,3/11/2020,Medium res.,VB21011,Image,20200225JH079,2/27/2020,Personal
2367,Client,,3/11/2020,Medium res.,VB21010,Image,20200225JH086,2/27/2020,Personal
2368,Client,,3/11/2020,Medium res.,VB21009,Image,20200225JH084,2/27/2020,Personal
2369,Client,,3/11/2020,Medium res.,VB2904,Image,20200225JH032,2/27/2020,Personal
2370,Client,,3/11/2020,Medium res.,VB2902,Image,20200225JH026,2/27/2020,Personal
2371,Client,,3/11/2020,Medium res.,VB2901,Image,20200225JH031,2/27/2020,Personal
2372,Client,,3/11/2020,Medium res.,VB2900,Image,20200225JH025,2/27/2020,Personal
2373,Client,,3/11/2020,Medium res.,VB2899,Image,20200225JH030,2/27/2020,Personal
2374,Client,,3/11/2020,Medium res.,VB2898,Image,20200225JH027,2/27/2020,Personal
2375,Client,,3/11/2020,Medium res.,VB2897,Image,20200225JH028,2/27/2020,Personal
2376,Client,,3/11/2020,Medium res.,VB2896,Image,20200225JH002,2/27/2020,Personal
2377,Client,,3/11/2020,Medium res.,VB2871,Image,20200225JH049,2/27/2020,Personal
2378,Client,,3/11/2020,Medium res.,VB2870,Image,20200225JH048,2/27/2020,Personal
2379,Client,,3/11/2020,Medium res.,VB2843,Image,20200225JH005,2/27/2020,Personal
