,Contact type_x,User_ID,Search_Date,Search Type,Search_On,Results,Execution time (s),Search Origin
818,Staff,VB3CT546       ,11/1/2019,Multiple,wente,543,0.019,FrontEnd quick search
819,Staff,VB3CT546       ,11/1/2019,Multiple,wente / 2008,2,0.015,BackEnd advanced search
820,Staff,VB3CT546       ,11/1/2019,Multiple,wente / 2018 or 2008,4,0.016,BackEnd advanced search
821,Staff,VB3CT546       ,11/1/2019,Multiple,wente / 2019 or 2018 or 2008,542,0.031,BackEnd advanced search
822,Staff,VB3CT546       ,11/1/2019,Multiple,wente / 2019 or 2018,540,0.022,BackEnd advanced search
823,Staff,VB3CT546       ,11/1/2019,Multiple,wente / 2019,538,0.031,BackEnd advanced search
824,Staff,VB3CT546       ,11/1/2019,Multiple,wente,544,0.039,BackEnd quick search
825,Staff,VB3CT546       ,11/1/2019,Multiple,wente,715,0.02,FrontEnd advanced search
826,Staff,VB3CT546       ,11/1/2019,Multiple,wente,715,0.046,FrontEnd quick search
827,Staff,VB3CT546       ,9/24/2019,Multiple,sustain,0,0.051,FrontEnd quick search
828,Staff,VB3CT546       ,9/24/2019,Multiple,governor,1,0.051,BackEnd advanced search
829,Staff,VB3CT546       ,9/24/2019,Multiple,haslam / governor,0,0.021,BackEnd quick search
830,Staff,VB3CT546       ,9/24/2019,Multiple,haslam,0,0,FrontEnd quick search
831,Staff,VB3CT546       ,9/23/2019,Multiple,augenstein,0,0,BackEnd quick search
832,Staff,VB3CT546       ,9/23/2019,Multiple,golf,3,0.037,BackEnd quick search
833,Staff,VB3CT546       ,9/23/2019,Multiple,walker cup,1,0.037,BackEnd quick search
834,Staff,VB3CT546       ,9/23/2019,Multiple,,26402,0.062,BackEnd advanced search
835,Staff,VB3CT546       ,9/23/2019,Multiple,jared pinkney,0,0,BackEnd advanced search
836,Staff,VB3CT546       ,9/23/2019,Multiple,jared pinkney / folg,0,0,BackEnd quick search
837,Staff,VB3CT546       ,9/23/2019,Multiple,jared pinkney / walker cup,0,0.026,BackEnd quick search
838,Staff,VB3CT546       ,9/23/2019,Multiple,jared pinkney,0,0,FrontEnd quick search
839,Staff,VB1CT63        ,6/3/2020,Multiple,Commons center,3881,0.062,BackEnd quick search
840,Staff,VB1CT63        ,6/3/2020,Multiple,,366878,0.21,BackEnd advanced search
841,Staff,VB1CT63        ,6/3/2020,Multiple,student,199593,0.157,BackEnd quick search
842,Staff,VB1CT63        ,6/3/2020,Multiple,student / EBI dining,225,0.049,BackEnd quick search
843,Staff,VB1CT63        ,6/3/2020,Multiple,student / EBI,847,0.051,BackEnd quick search
844,Staff,VB1CT63        ,6/3/2020,Multiple,student,199593,0.139,BackEnd quick search
845,Staff,VB1CT63        ,6/3/2020,Multiple,student,199593,0.184,FrontEnd quick search
846,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons,3868,0.036,BackEnd quick search
847,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons,3868,0.036,BackEnd quick search
848,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons / Residential Colleges,745,0.041,BackEnd advanced search
849,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons / Residential Colleges,745,0.047,BackEnd advanced search
850,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons / Residential Colleges,745,0.054,BackEnd advanced search
851,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons / Residential Colleges,745,0.063,BackEnd quick search
852,Staff,VB1CT63        ,6/2/2020,Multiple,Ingram Commons,3868,0.058,FrontEnd quick search
853,Staff,VB1CT63        ,6/2/2020,Multiple,anchor dash,426,0.033,BackEnd quick search
854,Staff,VB1CT63        ,6/2/2020,Multiple,anchor dash,426,0.031,BackEnd quick search
855,Staff,VB1CT63        ,6/2/2020,Multiple,anchor dash,426,0.037,BackEnd quick search
856,Staff,VB1CT63        ,6/2/2020,Multiple,anchor dash / commons,0,0.001,BackEnd quick search
857,Staff,VB1CT63        ,6/2/2020,Multiple,anchor dash,426,0.05,FrontEnd quick search
858,Staff,VB1CT63        ,6/2/2020,Multiple,best student images / best student,1,0.038,BackEnd quick search
859,Staff,VB1CT63        ,6/2/2020,Multiple,best student images,1,0.047,FrontEnd quick search
860,Staff,VB1CT63        ,6/2/2020,Multiple,Rena Robinson,134,0.174,FrontEnd quick search
861,Staff,VB1CT63        ,5/22/2020,Multiple,&quot;douglas Christiansen&quot;,0,0,BackEnd quick search
862,Staff,VB1CT63        ,5/22/2020,Multiple,,363225,0.162,BackEnd advanced search
863,Staff,VB1CT63        ,5/22/2020,Multiple,Doug Christiansen,18,0.027,BackEnd quick search
864,Staff,VB1CT63        ,5/22/2020,Multiple,Doug Christiansen / &quot;douglas Christiansen&quot;,0,0,BackEnd quick search
865,Staff,VB1CT63        ,5/22/2020,Multiple,Doug Christiansen,18,0.042,FrontEnd quick search
866,Staff,VB1CT63        ,5/11/2020,Multiple,admissions,19341,0.085,FrontEnd quick search
867,Staff,VB1CT63        ,4/30/2020,Multiple,Bronson,4049,0.119,FrontEnd quick search
868,Staff,VB1CT63        ,4/30/2020,Multiple,Bronson,4049,0.043,FrontEnd quick search
869,Staff,VB1CT63        ,4/30/2020,Multiple,&quot;E. Bronson Ingram&quot; / Bronson,3,0.077,BackEnd quick search
870,Staff,VB1CT63        ,4/30/2020,Multiple,&quot;E. Bronson Ingram&quot;,3,0.026,BackEnd quick search
871,Staff,VB1CT63        ,4/30/2020,Multiple,&quot;E. Bronson Ingram&quot;,3,0.03,BackEnd quick search
872,Staff,VB1CT63        ,4/28/2020,Multiple,★★★★★★ or ★★★★★ or ★★★★★★★ / &quot;E. Bronson Ingram&quot;,226,0.083,BackEnd quick search
873,Staff,VB1CT63        ,4/28/2020,Multiple,Bronson / ★★★★★★ or ★★★★★ or ★★★★★★★,271,0.1,BackEnd advanced search
874,Staff,VB1CT63        ,4/28/2020,Multiple,Bronson / ★★★★★★ or ★★★★★,236,0.033,BackEnd advanced search
875,Staff,VB1CT63        ,4/28/2020,Multiple,Bronson / ★★★★★★,2,0.025,BackEnd advanced search
876,Staff,VB1CT63        ,4/28/2020,Multiple,Bronson,4049,0.058,BackEnd advanced search
877,Staff,VB1CT63        ,4/28/2020,Multiple,Bronson,4049,0.07,BackEnd advanced search
878,Staff,VB1CT63        ,4/28/2020,Multiple,"Bronson, library / Bronson",101,0.105,BackEnd quick search
879,Staff,VB1CT63        ,4/28/2020,Multiple,"Bronson, library",101,0.033,BackEnd advanced search
880,Staff,VB1CT63        ,4/28/2020,Multiple,"Bronson, library / Bronson, great room",0,0.001,BackEnd quick search
881,Staff,VB1CT63        ,4/28/2020,Multiple,"Bronson, library / Bronson, Great Room",0,0.001,BackEnd quick search
882,Staff,VB1CT63        ,4/28/2020,Multiple,"Bronson, library",101,0.08,FrontEnd quick search
883,Staff,VB1CT63        ,4/28/2020,Multiple,,21,0.051,BackEnd quick search
884,Staff,VB1CT63        ,4/28/2020,Multiple,&quot;E. Bronson Ingram&quot; library,0,0,BackEnd quick search
885,Staff,VB1CT63        ,4/28/2020,Multiple,&quot;E. Bronson Ingram&quot; interior,0,0.002,BackEnd quick search
886,Staff,VB1CT63        ,4/28/2020,Multiple,&quot;E. Bronson Ingram&quot;,3,0.046,BackEnd quick search
887,Staff,VB1CT63        ,4/28/2020,Multiple,,21,0.026,BackEnd advanced search
888,Staff,VB1CT63        ,2/28/2020,Multiple,Trailblazer,512,0.096,BackEnd quick search
889,Staff,VB1CT63        ,2/28/2020,Multiple,,260699,0.1,BackEnd advanced search
890,Staff,VB1CT63        ,2/28/2020,Multiple,Dorothy Jay Wingfield Phillips,0,0.001,FrontEnd quick search
891,Staff,VB1CT74        ,4/29/2020,Multiple,nashville,210450,0.163,BackEnd advanced search
892,Staff,VB1CT74        ,4/29/2020,Multiple,hillsboro / nashville,595,0.07,BackEnd quick search
893,Staff,VB1CT74        ,4/29/2020,Multiple,hillsboro,695,0.031,FrontEnd quick search
894,Staff,VB1CT74        ,4/29/2020,Multiple,mural,155,0.07,BackEnd quick search
895,Staff,VB1CT74        ,4/29/2020,Multiple,pencil foundation,0,0,BackEnd advanced search
896,Staff,VB1CT74        ,4/29/2020,Multiple,nashville / pencil foundation,0,0,BackEnd quick search
897,Staff,VB1CT74        ,4/29/2020,Multiple,nashville / mural,81,0.084,BackEnd quick search
898,Staff,VB1CT74        ,4/29/2020,Multiple,nashville / mural,81,0.044,BackEnd quick search
899,Staff,VB1CT74        ,4/29/2020,Multiple,nashville,210450,0.186,FrontEnd quick search
900,Staff,VB1CT74        ,4/13/2020,Multiple,adult computer,3,0.054,BackEnd advanced search
901,Staff,VB1CT74        ,4/13/2020,Multiple,adult computer,3,0.049,BackEnd advanced search
902,Staff,VB1CT74        ,4/13/2020,Multiple,adult computer,3,0.045,BackEnd advanced search
903,Staff,VB1CT74        ,4/13/2020,Multiple,online learning / adult computer,0,0.001,BackEnd quick search
904,Staff,VB1CT74        ,4/13/2020,Multiple,online learning,24,0.059,FrontEnd quick search
905,Staff,VB1CT74        ,4/3/2020,Multiple,peabody campus,10245,0.044,BackEnd quick search
906,Staff,VB1CT74        ,4/3/2020,Multiple,,356413,0.2,BackEnd advanced search
907,Staff,VB1CT74        ,4/3/2020,Multiple,peabody campus,10245,0.059,BackEnd quick search
908,Staff,VB1CT74        ,4/3/2020,Multiple,peabody spring,858,0.07,BackEnd quick search
909,Staff,VB1CT74        ,4/3/2020,Multiple,,356413,0.155,BackEnd advanced search
910,Staff,VB1CT74        ,4/3/2020,Multiple,spring campus,5628,0.094,FrontEnd quick search
911,Staff,VB1CT74        ,4/1/2020,Multiple,peabody,33229,0.066,FrontEnd quick search
912,Staff,VB1CT74        ,4/1/2020,Multiple,jennifer ledford,1,0.025,FrontEnd quick search
913,Staff,VB1CT74        ,4/1/2020,Multiple,jennifer ledford,1,0.055,FrontEnd quick search
914,Staff,VB1CT74        ,2/26/2020,Multiple,dean&#39;s diversity,919,0.024,BackEnd quick search
915,Staff,VB1CT74        ,2/26/2020,Multiple,dean&#39;s diversity / love,53,0.04,BackEnd quick search
916,Staff,VB1CT74        ,2/26/2020,Multiple,dean&#39;s diversity,919,0.027,FrontEnd quick search
917,Staff,VB1CT74        ,2/26/2020,Multiple,dean&#39;s diversity,919,0.041,FrontEnd quick search
918,Staff,VB1CT74        ,1/7/2020,Multiple,Leigh Z. Gilchrist,1,0.104,BackEnd quick search
919,Staff,VB1CT74        ,1/7/2020,Multiple,,84736,0.068,BackEnd advanced search
920,Staff,VB1CT74        ,1/7/2020,Multiple,Susan Friedman,1,0.049,BackEnd quick search
921,Staff,VB1CT74        ,1/7/2020,Multiple,,84736,0.088,BackEnd advanced search
922,Staff,VB1CT74        ,1/7/2020,Multiple,Judy Garber,2,0.031,BackEnd quick search
923,Staff,VB1CT74        ,1/7/2020,Multiple,,84736,0.141,BackEnd advanced search
924,Staff,VB1CT74        ,1/7/2020,Multiple,gabriel chapman,0,0,BackEnd quick search
925,Staff,VB1CT74        ,1/7/2020,Multiple,,84736,0.072,BackEnd advanced search
926,Staff,VB1CT74        ,1/7/2020,Multiple,kathy ganske,1,0.036,BackEnd quick search
927,Staff,VB1CT74        ,1/7/2020,Multiple,,84736,0.173,BackEnd advanced search
928,Staff,VB1CT74        ,1/7/2020,Multiple,christopher loss,2,0.047,FrontEnd quick search
929,Staff,VB1CT74        ,1/6/2020,Multiple,sharon shields / sheilds,0,0,BackEnd quick search
930,Staff,VB1CT74        ,1/6/2020,Multiple,sharon shields / shields,1,0.027,BackEnd quick search
931,Staff,VB1CT74        ,1/6/2020,Multiple,sharon shields,1,0.029,FrontEnd quick search
932,Staff,VB1CT74        ,1/6/2020,Multiple,bryan ratliff,1,0.101,FrontEnd quick search
933,Staff,VB1CT74        ,12/9/2019,Multiple,Peabody,4311,0.031,FrontEnd quick search
934,Staff,VB1CT74        ,12/6/2019,Multiple,,84149,0.132,BackEnd advanced search
935,Staff,VB1CT74        ,12/6/2019,Multiple,reflector,105,0.026,BackEnd quick search
936,Staff,VB1CT74        ,12/6/2019,Multiple,reflector,105,0.028,BackEnd quick search
937,Staff,VB1CT74        ,12/6/2019,Multiple,the graduate school,284,0.057,BackEnd quick search
938,Staff,VB1CT74        ,12/6/2019,Multiple,the graduate school,284,0.12,BackEnd quick search
939,Staff,VB1CT74        ,12/6/2019,Multiple,PhD,538,0.029,BackEnd advanced search
940,Staff,VB1CT74        ,12/6/2019,Multiple,PhD,538,0.049,BackEnd advanced search
941,Staff,VB1CT74        ,12/6/2019,Multiple,doctoral student / PhD,4,0.022,BackEnd advanced search
942,Staff,VB1CT74        ,12/6/2019,Multiple,doctoral student / PhD,4,0.041,BackEnd quick search
943,Staff,VB1CT74        ,12/6/2019,Multiple,doctoral student,9,0.51,FrontEnd quick search
944,Staff,VB1CT74        ,11/19/2019,Multiple,will doyle / edd,0,0,BackEnd quick search
945,Staff,VB1CT74        ,11/19/2019,Multiple,will doyle / doctoral peabody,0,0.001,BackEnd quick search
946,Staff,VB1CT74        ,11/19/2019,Multiple,will doyle / phd peabody,0,0,BackEnd quick search
947,Staff,VB1CT74        ,11/19/2019,Multiple,will doyle,2,0.075,FrontEnd quick search
948,Staff,VB3CT126       ,4/13/2020,Multiple,,1187,0.193,BackEnd advanced search
949,Staff,VB3CT126       ,9/13/2019,Multiple,Lindsey Zamora,0,0,FrontEnd quick search
953,Staff,VB3CT126       ,8/27/2019,Multiple,head of Eskind Biomedical Library / &quot;Main Library&quot;,0,0,BackEnd quick search
954,Staff,VB3CT126       ,8/27/2019,Multiple,head of Eskind Biomedical Library / &quot;Main Library&quot;,0,0.003,BackEnd quick search
957,Staff,VB3CT126       ,6/4/2019,Multiple,students,76,0.012,FrontEnd quick search
958,Staff,VB3CT126       ,6/4/2019,Multiple,kirkland,23,0.025,FrontEnd quick search
964,Staff,VB1CT61        ,6/4/2020,Multiple,David Wright,32,0.039,FrontEnd quick search
965,Staff,VB1CT61        ,6/4/2020,Multiple,David Weintraub,24,0.048,FrontEnd quick search
966,Staff,VB1CT61        ,6/4/2020,Multiple,David Weintraub,24,0.03,FrontEnd quick search
967,Staff,VB1CT61        ,6/4/2020,Multiple,David Weintraub,24,0.035,FrontEnd quick search
968,Staff,VB1CT61        ,6/4/2020,Multiple,,323627,0.147,BackEnd advanced search
969,Staff,VB1CT61        ,6/4/2020,Multiple,Bonnie Dow,2,0.084,FrontEnd quick search
970,Staff,VB1CT61        ,5/26/2020,Multiple,Jana Harper,0,0,FrontEnd quick search
971,Staff,VB1CT61        ,5/21/2020,Multiple,&quot;John Sloop&quot;,4,0.031,FrontEnd quick search
972,Staff,VB1CT61        ,5/5/2020,Multiple,Hustler,152,0.085,BackEnd quick search
973,Staff,VB1CT61        ,5/5/2020,Multiple,Sarratt Student Center,2673,1.06,BackEnd quick search
974,Staff,VB1CT61        ,5/5/2020,Multiple,Sarratt interior,105,0.063,BackEnd quick search
975,Staff,VB1CT61        ,5/5/2020,Multiple,,328567,1.231,BackEnd advanced search
976,Staff,VB1CT61        ,5/5/2020,Multiple,Vanderbilt student media,2493,0.473,BackEnd advanced search
977,Staff,VB1CT61        ,5/5/2020,Multiple,student media,3433,0.091,BackEnd advanced search
978,Staff,VB1CT61        ,5/5/2020,Multiple,,328567,0.336,BackEnd advanced search
979,Staff,VB1CT61        ,5/5/2020,Multiple,student media / Vanderbilt student media,2493,0.817,BackEnd advanced search
980,Staff,VB1CT61        ,5/5/2020,Multiple,student media / Vanderbilt student media,2493,0.67,BackEnd quick search
981,Staff,VB1CT61        ,5/5/2020,Multiple,student media,3433,0.067,FrontEnd quick search
982,Staff,VB1CT61        ,5/1/2020,Multiple,Talisse,184,0.063,FrontEnd quick search
983,Staff,VB1CT61        ,5/1/2020,Multiple,Wente,8149,0.107,FrontEnd quick search
984,Staff,VB1CT61        ,5/1/2020,Multiple,Wente,8149,0.083,FrontEnd quick search
985,Staff,VB1CT61        ,4/29/2020,Multiple,Leor Halevi,2,0.042,FrontEnd quick search
986,Staff,VB1CT61        ,4/28/2020,Multiple,Valerie Hotchkiss,284,0.09,FrontEnd quick search
987,Staff,VB1CT61        ,4/27/2020,Multiple,&quot;Vanessa Beasley&quot;,740,0.132,FrontEnd quick search
988,Staff,VB1CT61        ,4/27/2020,Multiple,&quot;Vanessa Beasley&quot;,740,0.032,FrontEnd quick search
989,Staff,VB1CT61        ,4/27/2020,Multiple,&quot;Vanessa Beasley&quot;,740,0.223,FrontEnd quick search
990,Staff,VB1CT61        ,4/21/2020,Multiple,Alumni Association,1330,0.119,BackEnd advanced search
991,Staff,VB1CT61        ,4/21/2020,Multiple,Lovinger / Alumni Association,0,0.001,BackEnd quick search
992,Staff,VB1CT61        ,4/21/2020,Multiple,Lovinger,0,0,FrontEnd quick search
993,Staff,VB1CT61        ,4/21/2020,Multiple,Middagh / Middagh Chancellor&#39;s Cup,160,0.138,BackEnd quick search
994,Staff,VB1CT61        ,4/21/2020,Multiple,Middagh,291,0.08,FrontEnd quick search
995,Staff,VB1CT61        ,4/20/2020,Multiple,Lovinger,0,0,FrontEnd quick search
996,Staff,VB1CT61        ,4/13/2020,Multiple,McMahon / Douglas McMahon,21,0.048,BackEnd quick search
997,Staff,VB1CT61        ,4/13/2020,Multiple,McMahon,22,0.034,FrontEnd quick search
998,Staff,VB1CT61        ,4/13/2020,Multiple,Castilho,2,0.024,FrontEnd quick search
999,Staff,VB1CT61        ,4/13/2020,Multiple,Bowden,2,0.057,FrontEnd quick search
1000,Staff,VB1CT61        ,3/26/2020,Multiple,Board of Trust,2459,0.08,FrontEnd quick search
1001,Staff,VB1CT61        ,3/26/2020,Multiple,Brownlee Currey,0,0,FrontEnd quick search
1002,Staff,VB1CT61        ,3/6/2020,Multiple,Phillis Sheppard,16,0.139,FrontEnd quick search
1003,Staff,VB1CT61        ,3/6/2020,Multiple,Keith Meador,1,0.104,FrontEnd quick search
1004,Staff,VB1CT61        ,2/24/2020,Multiple,Osher,1177,0.036,FrontEnd quick search
1005,Staff,VB1CT61        ,2/24/2020,Multiple,Osher,1177,0.041,FrontEnd quick search
1006,Staff,VB1CT61        ,2/24/2020,Multiple,Osher / Osher Steel Drum Band,0,0,BackEnd quick search
1007,Staff,VB1CT61        ,2/24/2020,Multiple,Osher,1177,0.036,FrontEnd quick search
1008,Staff,VB1CT61        ,2/24/2020,Multiple,Osher,1177,0.047,FrontEnd quick search
1009,Staff,VB1CT61        ,2/18/2020,Multiple,Mihal,0,0,FrontEnd quick search
1010,Staff,VB1CT61        ,2/14/2020,Multiple,Ochonu,15,0.071,FrontEnd quick search
1011,Staff,VB1CT61        ,2/14/2020,Multiple,Aliyu,1,0.026,FrontEnd quick search
1012,Staff,VB1CT61        ,2/13/2020,Multiple,Calipari,394,0.037,FrontEnd quick search
1013,Staff,VB1CT61        ,2/12/2020,Multiple,Anders Hall,3,0.025,FrontEnd quick search
1014,Staff,VB1CT61        ,2/11/2020,Multiple,Stanley Cohen,0,0,FrontEnd quick search
1015,Staff,VB1CT61        ,2/11/2020,Multiple,Stanley Cohen,0,0,FrontEnd quick search
1016,Staff,VB1CT61        ,2/10/2020,Multiple,Campos-Pons,455,0.029,FrontEnd quick search
1017,Staff,VB1CT61        ,2/10/2020,Multiple,Campos-pons,455,0.032,FrontEnd quick search
1018,Staff,VB1CT61        ,2/10/2020,Multiple,Campos-pons,455,0.042,FrontEnd quick search
1019,Staff,VB1CT61        ,1/31/2020,Multiple,Michelle Tellock,2,0.025,FrontEnd quick search
1020,Staff,VB1CT61        ,1/30/2020,Multiple,Susan Gray,1,0.019,BackEnd quick search
1021,Staff,VB1CT61        ,1/30/2020,Multiple,Peter Rabbit,0,0,BackEnd quick search
1022,Staff,VB1CT61        ,1/30/2020,Multiple,,95708,0.082,BackEnd advanced search
1023,Staff,VB1CT61        ,1/30/2020,Multiple,Susan Gray School / Peter Rabbit House,0,0,BackEnd quick search
1024,Staff,VB1CT61        ,1/30/2020,Multiple,Susan Gray School,0,0,FrontEnd quick search
1025,Staff,VB1CT61        ,1/29/2020,Multiple,Michelle Tellock,2,0.031,FrontEnd quick search
1026,Staff,VB1CT61        ,1/29/2020,Multiple,General Counsel / Michelle Tellock,0,0,BackEnd quick search
1027,Staff,VB1CT61        ,1/29/2020,Multiple,General Counsel,34,0.052,FrontEnd quick search
1028,Staff,VB1CT61        ,1/23/2020,Multiple,Public Theology and Racial Justice,67,0.049,FrontEnd quick search
1029,Staff,VB1CT61        ,1/21/2020,Multiple,VUceptors,768,0.043,FrontEnd quick search
1030,Staff,VB1CT61        ,1/17/2020,Multiple,Vanderbilt University Press,561,0.032,FrontEnd quick search
1031,Staff,VB1CT61        ,1/17/2020,Multiple,Vanderbilt University Press,561,0.037,FrontEnd quick search
1032,Staff,VB1CT61        ,1/17/2020,Multiple,Vanderbilt University Press,561,0.041,FrontEnd quick search
1033,Staff,VB1CT61        ,1/17/2020,Multiple,Vanderbilt University Press,561,0.81,FrontEnd quick search
1034,Staff,VB1CT61        ,1/17/2020,Multiple,Vanderbilt University Press,561,0.117,FrontEnd quick search
1035,Staff,VB1CT61        ,12/9/2019,Multiple,campus / Kirkland campus,422,0.044,BackEnd quick search
1036,Staff,VB1CT61        ,12/9/2019,Multiple,campus / campus,8342,0.043,BackEnd quick search
1037,Staff,VB1CT61        ,12/9/2019,Multiple,campus,8342,0.055,FrontEnd quick search
1038,Staff,VB1CT61        ,11/27/2019,Multiple,,79768,0.05,BackEnd advanced search
1039,Staff,VB1CT61        ,11/27/2019,Multiple,Osher,126,0.097,FrontEnd quick search
1040,Staff,VB1CT61        ,11/23/2019,Multiple,Zeppos,1778,0.11,FrontEnd quick search
1041,Staff,VB1CT87        ,5/8/2020,Multiple,&quot;Jenny Mandeville&quot; / Jenny Mandeville / Jenny Mandeville,11,0.105,BackEnd advanced search
1042,Staff,VB1CT87        ,5/8/2020,Multiple,&quot;Jenny Mandeville&quot; / Jenny Mandeville,330,0.075,BackEnd advanced search
1043,Staff,VB1CT87        ,5/8/2020,Multiple,&quot;Jenny Mandeville&quot; / Jenny Mandeville,330,0.044,BackEnd quick search
1044,Staff,VB1CT87        ,5/8/2020,Multiple,&quot;Jenny Mandeville&quot;,330,0.064,FrontEnd quick search
1045,Staff,VB1CT87        ,11/11/2019,Multiple,expert,28,0.033,FrontEnd quick search
1046,Staff,VB1CT66        ,6/4/2020,Multiple,Mark Wait,131,0.038,FrontEnd quick search
1047,Staff,VB1CT66        ,6/4/2020,Multiple,Mark Wait,131,0.077,FrontEnd quick search
1048,Staff,VB1CT66        ,5/19/2020,Multiple,Mark Wait,131,0.21,FrontEnd quick search
1049,Staff,VB1CT66        ,5/19/2020,Multiple,&quot;Lila Meretzky&quot;,142,0.268,FrontEnd quick search
1050,Staff,VB1CT66        ,5/19/2020,Multiple,&quot;Lila Meretzky&quot;,142,0.048,FrontEnd quick search
1051,Staff,VB1CT66        ,5/18/2020,Multiple,Festival of Music 2019,119,0.071,BackEnd quick search
1052,Staff,VB1CT66        ,5/18/2020,Multiple,,323397,0.179,BackEnd advanced search
1053,Staff,VB1CT66        ,5/18/2020,Multiple,Festival of Music,231,0.072,BackEnd quick search
1054,Staff,VB1CT66        ,5/18/2020,Multiple,,323682,0.189,BackEnd advanced search
1055,Staff,VB1CT66        ,5/18/2020,Multiple,GlobalVU,125,0.052,BackEnd quick search
1056,Staff,VB1CT66        ,5/18/2020,Multiple,,323713,0.206,BackEnd advanced search
1057,Staff,VB1CT66        ,5/18/2020,Multiple,Global Music Forum,0,0,FrontEnd quick search
1058,Staff,VB1CT66        ,5/16/2020,Multiple,Molly Barth,219,0.139,FrontEnd quick search
1059,Staff,VB1CT66        ,5/15/2020,Multiple,Peabody campus shots,585,0.147,FrontEnd quick search
1060,Staff,VB1CT66        ,5/8/2020,Multiple,chatterbird,190,0.056,FrontEnd quick search
1061,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.153,BackEnd quick search
1062,Staff,VB1CT66        ,5/1/2020,Multiple,McGuire 2020,0,0,BackEnd quick search
1063,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.212,BackEnd advanced search
1064,Staff,VB1CT66        ,5/1/2020,Multiple,Jennifer McGuire,2,0.045,BackEnd quick search
1065,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.181,BackEnd advanced search
1066,Staff,VB1CT66        ,5/1/2020,Multiple,2020,5836,0.032,BackEnd advanced search
1067,Staff,VB1CT66        ,5/1/2020,Multiple,2020 / Blair Jennifer McGuire,0,0.001,BackEnd quick search
1068,Staff,VB1CT66        ,5/1/2020,Multiple,2020 / Blair,270,0.048,BackEnd quick search
1069,Staff,VB1CT66        ,5/1/2020,Multiple,2020,5836,0.074,BackEnd advanced search
1070,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.196,BackEnd advanced search
1071,Staff,VB1CT66        ,5/1/2020,Multiple,Blair,20391,0.062,BackEnd quick search
1072,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.172,BackEnd advanced search
1073,Staff,VB1CT66        ,5/1/2020,Multiple,Blair flute studio 2019,135,0.081,BackEnd quick search
1074,Staff,VB1CT66        ,5/1/2020,Multiple,Blair flute studio 2020,0,0,BackEnd quick search
1075,Staff,VB1CT66        ,5/1/2020,Multiple,Blair flute studio,316,0.081,BackEnd quick search
1076,Staff,VB1CT66        ,5/1/2020,Multiple,,328749,0.257,BackEnd advanced search
1077,Staff,VB1CT66        ,5/1/2020,Multiple,Molly Barth 2020,0,0.001,FrontEnd quick search
1078,Staff,VB1CT66        ,5/1/2020,Multiple,Molly Barth,229,0.076,FrontEnd quick search
1079,Staff,VB1CT66        ,5/1/2020,Multiple,Tucker Biddlecombe,251,0.053,BackEnd quick search
1080,Staff,VB1CT66        ,5/1/2020,Multiple,,328956,0.188,BackEnd advanced search
1081,Staff,VB1CT66        ,5/1/2020,Multiple,Chancellors Cup,433,0.08,FrontEnd quick search
1082,Staff,VB1CT66        ,5/1/2020,Multiple,Chancellors Cup,433,0.078,FrontEnd quick search
1083,Staff,VB1CT66        ,4/30/2020,Multiple,Independent School Leadership program / Independent School Leadership program and 2019,379,0.087,BackEnd quick search
1084,Staff,VB1CT66        ,4/30/2020,Multiple,Independent School Leadership program,408,0.072,FrontEnd quick search
1085,Staff,VB1CT66        ,4/28/2020,Multiple,,330785,0.168,BackEnd advanced search
1086,Staff,VB1CT66        ,4/28/2020,Multiple,20191013AR0776,0,0,BackEnd quick search
1087,Staff,VB1CT66        ,4/28/2020,Multiple,20191013AR0776,0,0,BackEnd quick search
1088,Staff,VB1CT66        ,4/28/2020,Multiple,20191013AR0776,0,0,FrontEnd quick search
1089,Staff,VB1CT66        ,4/27/2020,Multiple,Ghosts of Gatsby,0,0.001,BackEnd quick search
1090,Staff,VB1CT66        ,4/27/2020,Multiple,,330915,0.201,BackEnd advanced search
1091,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot;,13207,0.053,BackEnd advanced search
1092,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2020,228,0.076,BackEnd advanced search
1093,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2020 / Connie Heard,1,0.078,BackEnd advanced search
1094,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2020,228,0.129,BackEnd quick search
1095,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; and 2020,228,0.076,BackEnd quick search
1096,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot;,13207,0.058,BackEnd advanced search
